"english","tulu"
"This aircraft is more like a high-end general aviation aircraft but with the added advantage of a multi-purpose aircraft design.","ಈ ವಿಮಾನ ನಿಲ್ದಾಣೊನು ಹೆಚ್ಚಾದ್ ಸಾಮಾನ್ಯ ವಿಮಾನಯಾನೊಗು ಬಳಕೆ ಮಲ್ಪುವೆರ್ ಬುಕ್ಕೊ ಉಂದೆಟ್ ವ್ಯಾಪಕವಾದ್ ನೌಕಾಯಾನ ಚಟುವಟಿಕೆ ಉಂಡು"
"Common Area This is a type of project based on the JAGG engine  Muslin Book  or Krishi.","ಸಾಮರಸ್ಯ ಕ್ಷೇತ್ರ ಈ ಜಾಗೆಗ್ ಇಂಚಿಪ್ಪ ಮುಸ್ಲೀಂ ಬುಕ್ಕೊ ಕ್ರಿಶ್ಚಿಯನ್ ಧರ್ಮದಕುಲುಲಾ ಪರಕೆ ಪನ್ಪೆರ್"
"And when Noro-Bonchung reached the top of my peak  Milarep reached the bottom of the lake and Keerth reached the summit at a height of.","ಆಂಡ ನಾರೋ-ಬೊಂಚುಂಗ್ ನನ ಶಿಖರನ್ ಮುಟ್ಟೋಡು ಪಂದಾನಗ ಮಿಲರೇಪೆ ಲಕ್ಕ್ ದ್ ಸೂರ್ಯಕಿರನೋಗ್ಲೇ ಮಿತ್ತ್ ಏರ್ದ್ ಶಿಖರನ್ ದುಂಬು ಮುಟ್ಟ್ ದ್ ಸ್ಫರ್ಧೇಡ್ ಗೆಲ್ತೆ"
"The first one is the left side.","ಉಂದೆತ ಎತ್ತರ ೩ ೭೭೬"
"शेत्ति : लुनादिन जीन्द्रम - a cultural institute and the National Research Centre  उद्पी सत्यमित्र बंगेरा  लोडियाचन कट्ट गुता","ಶೆಟ್ಟಿ  ೨೦೦೨  ತುಳುನಾಡಿನ ಜೈನಧರ್ಮ-ಒಂದು ಸಾಂಸ್ಕೃತಿಕ ಅಧ್ಯಯನ  ರಾಷ್ಟ್ರಕವಿ ಗೋವಿಂದಪೈ ಸಂಶೋಧನಾ ಕೇಂದ್ರ  ಉಡುಪಿ ಸತ್ಯಮಿತ್ರ ಬಂಗೇರ  ೧೯೩೦ಅಳಿಯಸಂತಾನ ಕಟ್ಟ್ ದ ಗುಟ್ಟು  ಶ್ರೀ ಭಾರತ ವಸ್ತು ಮಂದಿರ  ಉಡುಪಿ ತುಳು ವಿಕ್ರಮಾರ್ಕ- ಬಾಸೆಲ್ ಮಿಶನರಿಳೆ ಬೊಲ್ಪುಗು ಬರಂದಿ ಬರವುಲೆಡ್ದ್  ಸಂ"
"Vir Rani Abbaqq's reputation","ವೀರ ರಾಣಿ ಅಬ್ಬಕ್ಕ ಪ್ರಶಸ್ತಿ"
"Here in the context of community development  we have to talk about community development and culture.","ಇಂಗ್ಲಿಸ್ ಸಾಹಿತ್ಯ ಓದುನಗ ಅರೆಗ್ ತುಳು ಸಾಹಿತ್ಯ ಬಾಸೆ ಸಂಸ್ಕೃತಿ ಪರಂಪರೆಲೆನ ವಿಷಯೊಡು ಆಸಕ್ತಿ ಎಚ್ಚಾಂಡ್"
"In the left-hand section  there is a group discussion ( group discussion ) followed by an individual discussion.","೧೯೨೯ಡ್ ನಡತಿನ ವಂಗಿಯ ಸಾಹಿತ್ಯ ಸಮ್ಮೇಳನೊದ (ವಂಗಿಯ ಸಾಹಿತ್ಯ ಸಮ್ಮೇಳನ) ಅಧ್ಯಕ್ಷೆರಾದ್ ಕೆಲಸ ಮಲ್ತೆರ್"
"The design of Nagpur is similar to that of the Red Fort  due to the short-lived Ponnu Shatabdi or the British-built Pratibha Patil Palace complex.","ನಾಗ್ಪುರೊಡು ನ್ಯಾಯಾಲಯೊಗು ಕನತಿನ ಸುರುತ ಪೊಣ್ಣು ಸತ್ಯಾಗ್ರಹಿ ಆರ್ ಬೊಕ್ಕ ಬ್ರಿಟಿಷ್ ಆಡಳಿತದ ವಿರುದ್ಧದ ಪ್ರತಿಭಟನೆಲೆಡ್ ಪಾಲ್ ಪಡೆಯಿನ ಕಾರಣೊಗು ರಡ್ಡ್ ಸರ್ತಿ ಜೈಲುಗು ಸೇರ್ದೆರ್  ೧೯೨೩ ಬೊಕ್ಕ ೧೯೪೨ಡ್"
"With the help of Anatolyad Henrik Shallim's existentialist approach  the AREG project was launched.","ಅನಾಟೋಲಿಯಾಡ್ ಹೆನ್ರಿಕ್ ಶ್ಲೀಮನ್ ನ ಸ್ವಸ್ತಿಕೊಲೆನ ಆವಿಷ್ಕಾರೊಗು ಅರೆಗ್ ಪರಿಚಯ ಆಂಡ್"
"You will be paid by your employer","ನಳನ್ ತನ್ನ ರಾಜ್ಯೊರ್ದು ಪಿದಯಿ ಪಾಡುವೆ"
"cms ATDONJI SAMMANO : First issue is ATT ASHAMA KADAL TIPUNE and then MARTH BUTTOLEG when you get the money and then TENS ATTICLUE INFORMATION","cms ಆಟಿಡೊಂಜಿ ಸಮ್ಮನೊ : ಸಮ್ಮನೊದ ಇಸೇಸೊಲು – ಆಟಿ ಅಮಾಸೆ  ಕಡಲ್‍ ಮೀಪುನೆ  ಆಟಿದ ಮರ್ದ್  ಬೂತೊಲೆಗ್ ಅಗೆಲ್  ಚೆನ್ನೆಮಣೆ ಗೊಬ್ಬುನೆ  ಆಟಿದ ತೆನಸ್ಸ್  ಆಟಿಕುಲ್ಲುನೆ ಇಂಚಪೂರ ಇನಿ ನಮೊ ಪಿರಾಕ್‍ದ ಕ್ರಮೊ ಮಲ್ತೊಂದು ಉಲ್ಲೊ"
"A file photo of Union Minister Radha Mohan Singh.","ಅಂಚನೆ ರಾಧಾ ದೇವಿನ ಪುಟ್ಟುದಿನೊನು ವರ್ಷಲಾ ರಾಧಾಷ್ಟಮಿ ಪಂಡ್‍ದ್ ಆಚರ್ಪುವೆರ್"
"The only product that has received public acclaim is","ಜನಕಾಚಾರಿ ಪ್ರಶಸ್ತಿ ಪಡೆದಿನ ಒಂಜೇ ಒರಿ ಪೊಣ್ಣು"
"The first thing that you need to do is to prepare a packet of food items in the form of a padded pulley  a small box of food  and a small bottle of water. को दिक्केल एंजी बानले दीदी चुरू में सामान लेन पोग्रु ताराया की पर प्रेश्य पुरुल्ला म्ह","ಬುಕ್ಕೊ ದಿಕ್ಕೆಲ್‌ದ್ ಒಂಜಿ ಬಣಲೆ ದೀದ್ ಚೂರು ಎಣ್ಣೆ ಪಾಡ್ದ್ ಪುಳಿ ಒಂಜೆನ್ ಬುಡ್ದ್ ಬುಕ್ಕೊದ ಮಾತ ಸಾಮಾನ್‌ಲೆನ್ ಪೊರ್ಲು ಪೊಗ್ತ್‌ದ್ ತಾರಾಯಿದ ಪಿರೆ ಬುಕ್ಕೊ ನೀರುಳ್ಳಿನ್ಲಾ ಎಡ್ಡೆ ಕೆಂಪಾನೆ ಪುಟ್ಟ ಕಾಯದ್ ಪುಳಿ ಪಾಡ್ದ್ ಸಣ್ಣ ಕಡೆವೊಡು"
"When the action takes place  the purpose of the box bermer is to create a visual representation of the power of the bermer pump.","ಕ್ರಮೇಣ ನಾಗ ಬುಕ್ಕೊ ಬೆರ್ಮೆರೆನ ಆರಾಧನೆ ಒಂಜಾದ್ ನಾಗಬೆರ್ಮೆರ್ ಪನ್ಪಿನ ಶಕ್ತಿದ ಉಪಾಸನೆಲಾ ಸುರುವಾಂಡ್"
"So  there is no natural outlet for the growth of bacteria in the microorganisms.","ಅಂದರೆ ಪೌಷ್ಟಿಕಾಂಶಗಳಲ್ಲಿ ಬ್ಯಾಕ್ಟೀರಿಯಾಗಳ ಬೆಳವಣಿಗೆಯು ಸ್ವಾಭಾವಿಕ ಹುಟ್ಟಲ್ಲ"
"Pijin Thumma Kuttunitata Bukka Sistabanda Kuttumbha Jeevanak Masthu Pudar Pond","ಪಿಜಿನ್ ತಮ್ಮ ಕಟ್ಟುನಿಟ್ಟಾತ ಬುಕ್ಕ ಶಿಸ್ತುಬದ್ಧ ಕುಟುಂಬ ಜೀವನಕ್ಕ್ ಮಸ್ತ್ ಪುದಾರ್ ಪೊತ್ಂಡ್"
"Thullu Lipi Kapidi Karnatak Tullu Sahitya Akademi Project's Lipi Book'A'Bok'What's the difference with the original Nuttuppu design?","ತುಳು ಲಿಪಿ ಕೈಪಿಡಿ  ಕರ್ನಾಟಕ ತುಳು ಸಾಹಿತ್ಯ ಅಕಾಡೆಮಿ ಪ್ರಕಟ ಮಲ್ತ್‌ನ ಲಿಪಿ ಬೂಕ್‌ಡ್ 'ಎ' ಬೊಕ್ಕ 'ಏ' ಅಕ್ಷರೊಲೆನ ನಡುಟ್ಟುಪ್ಪುನ ವ್ಯತ್ಯಾಸೊ ತೆರೊವುಂಡು"
"The magnetic field of the coat consists of a magnetic field.","ಕೋಟ್ ನ ಶೈಕ್ಷಣಿಕ ಬರವು ಶಾಂತಿದ ವಿಷಯೊನುಲಾ ಒಳಗೊಂಡಿತ್ತುಂಡ್"
"Zürich municipality has a population of 400 028 with a population density of 1.","ಜ್ಯೂರಿಕ್ ಮುನಿಸಿಪಾಲಿಟಿಡ್ ಅಂದಾಜಿ 400 028 ನಿವಾಸಿಲು  ನಗರ ಸಮುಚ್ಚಯೊಡು ಅಂದಾಜಿ 1"
"Let's take a look at this piece of furniture and design.","ಕೆದಿಲಾಯೆರೆ ಮುತಾಲಿಕೆಡ್ ಈ ತುಳು ನಿಘಂಟು ರಚನೆ ಆಂಡ್"
"Brian will soon try to add one more item to that list as well as Mr. Srinivasan's number.","ಬ್ರಾಣೆ ಅಪಗನೇ ಆ ಮೂಂಕುತ್ತಿನ್‍ ಪತೊಂದು ಶ್ರೀನಿವಾಸನ ಅಂಗಡಿಗ್ ಕೊನೊದು ಅಯಿನ್‌ ಅಡವು ದೀಯೆರೆ ಪ್ರಯತ್ನ ಮಲ್ಪುವೆ"
"The cutting here is the main source of water supply to the areas below the Daksha Karnatak.","ಇಲ್ಲಿ ಕಟ್ಟಿರುವ ದೊಡ್ಡ ಹಣೆಕಟ್ಟು ದಕ್ಷಿಣ ಕರ್ನಾಟಕದ ಮಳೆ ಕಡಿಮೆ ಇರುವ ಪ್ರದೇಶಗಳಿಗೆ ನೀರು ಪೂರೈಕೆಯ ಮುಖ್ಯ ಮೂಲವಾಗಿದೆ"
"So  for a business example  let's say an airplane has a pilot leg and a pilot loss.","ಆ ಕಾಲೊಡು  ವಾಣಿಜ್ಯ ಉದ್ದೇಶೊಗು ವಿಮಾನೊಲೆನ್ ನಡಪಾವುನ ಪೈಲಟ್ ಲೆಗ್ ಮಾತ್ರ ಪೈಲಟ್ ಲೈಸೆನ್ಸ್ ಬೋಡಾಪುಂಡು"
"Indian for Collective Actions Honour Award","ಇಂಡಿಯನ್ ಫಾರ್ ಕಲೆಕ್ಟಿವ್ ಆಕ್ಷನ್ಸ್ ಆನರ್ ಅವಾರ್ಡ್"
"Reduce the number of single-payer cards. Redeem the total number of cards in your account.","ಒಂಜಿ ಪಾತೆರ್ಂಡ ಕಡಿಮೆ ಆಪುಂಡು; ರಡ್ಡ್ ಪಾತೆರ್ಂಡ ಜಾಸ್ತಿ ಆಪುಂಡು"
"Try to work with someone who is a professional designer.","ಎಲ್ಯ ಪ್ರಾಯೊಡು ಅಲೆಗ್ ಜೀವೊಗು ಅಪಾಯಕಾರಿ ಆಯಿನ ಕ್ಯಾನ್ಸರ್ ಕಾಯಿಲೆ ಬತ್ತ್ಂಡ್"
"On the left hand side is the contact area of the European Union ; on the right is the territory of the EU  and on the left is the geographical area.","೧೬ನೇ ಶತಮಾನಡ್ ಯೂರೊಪಿಯನ್ ನಕ್ಲೆನ ಸಂಪರ್ಕಗ್ ಥೈಲ್ಯಾಂಡ್ ಬತ್ತ್oಡಳಾ  ಒವ್ವೆ ಯೂರೊಪಿಯನ್ ದೇಶ ನೆನ್ ತನ್ನ ಅಧಿಕಾರ ವ್ಯಾಪ್ತಿಗ್ ದೆತೊನೆರೆ ಆತ್ ಜಿ"
"For example : लिक्ड","ಉದಾರ್ಮೆಗ್  ಲೀಕ್ಡ್"
"com / general-knowledge/bhargavi-narayan-biography-1644922082-1Breath's backgroundProshthiNarayan's personalityI am Bhargavi ( भारगवी ).","com/general-knowledge/bhargavi-narayan-biography-1644922082-1 ಬರೆತಿನ ಪುಸ್ತಕೊ  ಬತ್ತಿನ ಪ್ರಶಸ್ತಿ ನಾರಾಯಣೆರೆನ ಆತ್ಮಚರಿತ್ರೆ  ನಾನು  ಭಾರ್ಗವಿ (""ಯಾನ್  ಭಾರ್ಗವಿ"") ೨೦೧೨ಡ್ ಬಿಡುಗಡೆ ಆಂಡ್  ಪ್ರಕಾಶಕೆರ್ ಅಂಕಿತಾ ಪುಸ್ತಕ ಬೆಂಗಳೂರು"
"Tomato is a medium sized car with a high level of reliability and performance.","ಟೊಮೆಟೊಡು ಮರ್ದ್‍ದ ಗುಣೊ ಎದೆತ ನೆತ್ತೆರ್ದ ನಾಳೊಡಿಪ್ಪುನ ಚರ್ಬಿ ಕರಯರ ಟೊಮೆಟೊದ ರಸೊಟು ತಯಾರ್ ಮಲ್ತ್‌ಬ ಮಾತ್ರೆನ್ ಉಪಯೋಗ ಮಲ್ಪುವೆರ್:ಚರ್ಚೆಪುಟೊ ಕರ್ನಾಟಕೊಡು ಟೊಮೆಟೊ ಬುಲೆ ಕರ್ನಾಟಕೊಡು ಬೆಂಗಳೂರುಡು ತೋಟಗಾರಿಕಾ ಸಂಶೋಧನಾ ಸಂಸ್ಥೆ ಅಭಿವೃದ್ಧಿ ಮಲ್ತಿನ ಟೊಮೆಟೊ ಬುಲೆ ರೈತೆರೆನ ಪಾಲ್‍ಗ್ ವರದಾನೊ ಅದುಂಡು"
"Add a short and bold design to it.","ದಟ್ಟಿದ ಮಿತ್ತ್ ಬೊಳ್ಳಿದ ಒಡ್ಯಾಣ ಇಪ್ಪುಂಡು"
"For the purpose of representation  please refer to the recent publication of Jogali Pundalik  which has been published in The Times of India.","ನಿಘಂಟ್‍ಕಾರೆರೆ ಪ್ರಕಾರೊ ಜಗಲಿ ಪಂಡ ಪೊಸ್ತಿಲ್  ವೇದಿಕೆ  ಇಲ್ಲ್‌ದ ಪಿರವುದ ಕಟ್ಟೆ  ಪಡಶಾಲೆ  ಚಾವಡಿ  ಸಭಾಮಂದಿರ  ಓಲಗೆಶಾಲೆ ಇಂಚಿತ ಅರ್ಥೊಲು ಉಂಡು"
"Laptopware for Disneyland Disneyland","ದೆಂಜಿನ್ ಜೆಂಜಿ  ಡೆಂಜಿ ಪಂಡ್‌ದ್‌ಲಾ ಲೆಪ್ಪುವೆರ್"
"Go to the next box.","ನಂದೆರೆ ಬದ್ಕ್ ನಾಯಿ ತಿಂದ್‌ದ್ ಪೋಂಡು"
"Here is a laptop computer from'Mars'( Mars ) Pundit.","ಇಂಗ್ಲಿಸ್ ಬಾಸೆಡ್ 'ಮಾರ್ಸ್'(Mars) ಪಂಡ್‍ದ್ ಈ ಗ್ರಹೊನು ಲೆಪ್ಪುವೆರ್"
"There is no such thing as a complete analysis of the anectology  and what is the development of anesthesiology that has led to the discovery of alprazolam.","ಮಲ್ಲ ಅಣೆಕಟ್ಟುಲೆನ ವಿವರವಾದ್ ವಿಶ್ಲೇಷಣೆನ್ ಬೊಕ್ಕ ಮಲ್ಲ ಅಣೆಕಟ್ಟುಲೆನ ಯೋಜನೆ ಅತ್ತಂದೆ ಏತ್ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಲೆಗ್ ಆಳವಾದ್ ಶಿಫಾರಸುಲೆನ್ ಒದಗಿಸಯೆರ್"
"Majhi Sahodariyar Mair Surroor","ಮೂಜಿ ಸಹೋದರಿಯರೆಡ್ ಮೇರ್ ಸುರೂತಾರ್"
"That's not the case with the company  Bell said in a 1994 interview.","ಆ ಸಾಹಿತ್ಯೊಡ್ ಇಪ್ಪುನ ಹಾಸ್ಯ ನು ಮಾತೆರೆಗ್ಲ ಪಟ್ಟುನ ಬೇಲೆನ್ 1994ಡ್ಡ್ ಸುರು ಮಲ್ತೆರ್"
"The difference is that the design is much more efficient when the bulb has a smaller size.","ಅಪರಾಧ ತನಿಖೆ ಬೊಲ್ಪುಗು ಲಕ್ಕ್‌ದ್ ಪತ್ರಿಕೆನ್ ಓದ್‌ನಗ ಅತ್ಯಾಚಾರ  ದೌರ್ಜನ್ಯದವೇ ಸುದ್ಡಿ"
"1906 Indian Independence Day - 3rd February","1906 ಭಾಷಾಂತರ ಪಾಠಮಾಲೆ- 3ನೇ ಪುಸ್ತಕ"
"Sarah General W. James Smith N. Ditchburn F. O. R. Jodugo Jogukul Ijzer Bokka Smith J. L. Tyr Poyer","ಸಾರಾ ಜನರಲ್ ವಿಲಿಯಂ ಜೇಮ್ಸ್ ಸ್ಮಿತ್ ನ್ ೧೫ ಡಿಸೆಂಬರ್ ೧೮೫೭ಡ್ ಮದಿಮೆ ಆಯೆರ್; ಜೋಡುಗು ಜೋಕುಲು ಇಜ್ಜೆರ್ ಬೊಕ್ಕ ಸ್ಮಿತ್ ಜುಲೈ ೧೨  ೧೮೮೭ಡ್ ತೀರ್ ಪೋಯೆರ್"
"How to Prepare for a $ 15 Billion FDDI Investment Opportunity","ಕಾಗದ ತಯಾರಿಕೆದ ಉದ್ಯಮ 15 ಬಿಲಿಯನ್ ಯುಎಸ್ ಡಾಲರ್ ಡ್ದ್ ಜಾಸ್ತಿ ಎಫ್ ಡಿಐನ್ ಆಕರ್ಷಣೆ ಮಲ್ತ್ಂಡ್"
"Popin Saad with Shiradi Guttedar Sakleshpur is the latest addition to this list.","ಶಿರಾಡಿ ಗಟ್ಟೊಡ್ದು ಸಕಲೇಶಪುರೊಗು ಪೋಪಿನ ಸಾದಿಡ್ ಈ ಎತ್ತಿನಹೊಳೆ ಪರಪುನೆನ್ ತೂವೊಲಿ"
"India's largest exporter is the world's biggest exporter of goods and services.","ಭಾರದ್ವಾಜರು ಪನ್ಪಿನಾರ್ ೭೫ ವರ್ಷ ಮುಟ್ಟ ಬ್ರಹ್ಮಚಾರಿ ಆದಿತ್ತ್‌ದ್ ವೇದ ಅಧ್ಯಯನೋ ಚೂರು ಮಾತ್ರ ಅಭ್ಯಾಸ ಮಲ್ತಿತ್ತೆರ್‌ಗೆ"
"Indian Council of Medical Research President Mern Cuddles India's Research Centre of Excellence in Biotechnology Senior Vice President and Managing Director","ಭಾರತೀಯ ಖಗೋಳಶಾಸ್ತ್ರಗ್ ಕೆಂಭಾವಿ ಮೆರ್ನ ಕೊಡುಗೆಳು ಭಾರತದಡ್ ಸಂಶೋಧನಾ ಕ್ಷೇತ್ರವಾದ್ ಖಗೋಳವಿಜ್ಞಾನದ ಅಭಿವೃದ್ಧಿಡ್ ಕೆಂಭಾವಿ ಮೇರ್ ಮಸ್ತ್ ಮಹತ್ವದ ಪಾತ್ರ ವಹಿಸ್‌ದೆರ್"
"Petrolean Bukko fuel supply ( Otteray JV ) and Gasnowa SF ( Bukko supply and communication JV to transport the yojana ).","ಪೆಟ್ರೋಲಿಯಂ ಬುಕ್ಕೊ ಇಂಧನ ಸಚಿವಾಲಯ (ಒಟ್ಟಾರೆ ಜವಾಬ್ದಾರಿ)  ಗ್ಯಾಸ್ನೋವಾ ಎಸ್ ಎಫ್ (ಯೋಜನೆ ಒಟ್ಟುಗೂಡುವಿಕೆ ಬುಕ್ಕೊ ಸೆರೆಹಿಡಿಯೆರೆ ಬುಕ್ಕೊ ಸಂಗ್ರಹಣೆಗ್ ಜವಾಬ್ದಾರ)  ಬುಕ್ಕೊ ಗ್ಯಾಸ್ಕೊ ಎಎಸ್ (ಸಾರಿಗೆ ವಿಭಾಗ) ಮಲ್ತಿನ ಇತ್ತೆದ ಕಾರ್ಯಸಾಧ್ಯತೆ ಅಧ್ಯಯನೊಡು  ಪೂರ್ಣ ಪ್ರಮಾಣದ ಕಾರ್ಬನ್ ಸೆರೆಹಿಡಿಯೆರೆ ಬುಕ್ಕೊ ಸಂಗ್ರಹಣೆ (ಸಿಸಿಎಸ್) ಯೋಜನೆಲೆಗ್ ಮೂಜಿ ಪ್ರಮುಖ ತಾಣೊಲೆನ್ ಗುರುತಿಸಯೆರ್"
"And then there is the second generation of electric cars  which are equipped with a four-wheel drive system.","ಆಂಡ ದಿಂಜ ಪಿರಾಕ್‍ಡ್ದೆ ಜೀರ್ದರಿನ್ ಭಾರತ  ಚೀನ  ಅರೆಬೀಯಾ ಇಂಚಿತ್ತಿ ದೇಸೊಲೆಡ್ ಬುಲೆಪ್ಪಾವೊಂದು ಬತ್ತೆರ್"
"Because of the movement of the magnetic field.","ಮಣಿಕಾಂತ್ ಕದ್ರಿ ಭಾರತದ ಚಲನಚಿತ್ರ ಗಾಯಕೆ"
"Ph.D. with Computer Science and Engineering","ಬುಕ್ಕೊ ಆರ್ ಸಮುದ್ರ ಪಾಚಿದ ಶರೀರ ವಿಜ್ಞಾನೊಡು ಪಿಎಚ್"
"For example  if you buy a car  you 'll have to pay ( 47% to 41% ) to rent a car.","ಅಂಚನೆ ಉಂದು ಕನ್ನಡ  ಮಲಯಾಳಂ  ತಮಿಳು ಬುಕ್ಕೊ ವಯನಾಡನ್ ಚೆಟ್ಟಿದೊಟ್ಟುಗೆ ವಂತೆ (47% – 41%) ಹೋಲಿಕೆನ್ ಹೊಂದ್ಂಡ್"
"The fifth project was launched in August 2010 by Adani Cities Limited ( CTS )  a wholly owned subsidiary of Bank of Baroda.","ಐತ ಪ್ರಕಾರ ೨೦೧೩ನೇ ಇಸವಿ  ಆಗಷ್ಟ್ ೧ನೇ ತಾರೀಕ್‍ದಾನಿ ಸಿಟಿಎಸ್ 2010 ಪ್ರಕಾರದ ಚೆಕ್‍ಲೆನ್ ದೇಸೊಡೊರ್ಮೆ ಜಾರಿ ಮಲ್ಪೊಡು ಪಂಡ್‍ದ್ ದೇಸೊದ ಮಾತಾ ಬ್ಯಾಂಕುಲೆಗ್  ರಿಸರ್ವ್ ಬ್ಯಾಂಕ್ ಅಧೀಕೃತವಾದ್ ಸೂಚನೆ ಕೊರಿಂಡ್"
"The founder of this yojna is John Ludwig Mockel  the founder and chief executive officer of McKell Yozna Pundt.","ಈ ಯೋಜನೆಗ್ ಮೊವಿಂಕೆಲ್ ಯೋಜನೆ ಪಂಡ್ದ್ ಪುದರ್ ದೀಯೆರ್  ಅಯಿತ ಪ್ರಾರಂಭಕೆರ್  ಮಾಜಿ ಪ್ರಧಾನಿ ಜೋಹಾನ್ ಲುಡ್ವಿಗ್ ಮೊವಿಂಕೆಲ್ ನ ಪುದರ್ ಡ್"
"Kissin's 1908 Sikh-Skephalophets organ was sold to the Irish Military Aviation League  a service of the Royal Navy.","ಕಸಿನ್ಸ್ 1908 ಡ್ ಹನ್ನಾ ಶೀಹಿ-ಸ್ಕೆಫಿಂಗ್ಟನ್ ಆರ್ನ ಒಟ್ಟುಗು ಐರಿಶ್ ಮಹಿಳಾ ಫ್ರ್ಯಾಂಚೈಸ್ ಲೀಗ್ ನ್ಲಾ ಸುರು ಮಲ್ತೆರ್  ಐತ ಸುರುತ ಖಜಾಂಚಿಯಾದ್ ಸೇವೆ ಸಲ್ಲಿಸಾಯೆರ್"
"Aiken Ninn and Dr. Yendu Vasthu Daal Ejji  the former Chief Secretary to the Government of Gujarat  were also present on the occasion.","ಅಯಿಕ್ ನಿನನ್ ಮಿತ್ತ್ ದೆರ್ಪೆರ್ ಯೆನಡ ಬೊಡಾಪಿನ ವಸ್ತು ದಾಲ ಇಜ್ಜಿ ಎನ್ನ ಪದಿನಾಜಿ ಮುಲತ್ತ ಸೀರೆನ್ ದೆತ್ತ್‌ದ್ ಗುವೆಲ್‌ಗ್ ಜಪುಡಾವೆ ಅಯಿತ ಕೊಡಿನ್ ಪತೊಂದು ಮಿತ್ತ್ ಬಲ ಆಂಡ ಈ ಮಿತ್ತ ಬಾನದಂಚಿ ತೂವಂದೆ  ತಿರ್ತ್ ಭೂಮಿದಂಚಿಯೇ ಮೋನೆ ಪಾಡೊಡು ಪಂದ್ ಪನ್ಪಲ್"
"For example  Rajguru E. Malti Saikat and Niles E. Tilesha Nayak E. Raksham M. Shubhangi Bhujbal E. Kamal Subhash Shirsat Teliburude Dishadande E. Vijay Daadi.","ಜಾತಿ ರಿಂಕು ರಾಜಗುರು – ಮಾಲ್ತಿ ಸಾಯಿಕೀತ್ ಕಾಮತ್ – ನೀಲೇಶ್ ಉಷಾ ನಾಯಕ್ – ರಖ್ಮ ಮೈ ಶುಭಂಗಿ ಭುಜಬಾಳ್ – ಕಮಲ ಸುಹಾಸ್ ಶಿರ್ಸತ್ – ತಲೆಬುರುಡೆ ದಿಶಾ ದಾನಡೆ – ಜ್ಯೋತಿ ಡಾ"
"So  what are the benefits and drawbacks of building a mobile-based business?","ಹಿಂದಿ ಚಲನಚಿತ್ರ ಪದ್ಯೊಲೆಡ್ ವರ್ಸಪದ್ಯಚಲನಚಿತ್ರಸಂಯೋಜಕೆರ್ಸಹ ಗಾಯಕೆರ್೨೦೦೭""ಏಕ್ ಸಪ್ನಾ (ರಿಮಿಕ್ಸ್)""ಸ್ಟಂಪ್‌ಡ್ದೃಬಜ್ಯೋತಿ ಪುಖಾನ್೨೦೦೭""ತೇರೆ ಲಾಯೇ""ಫೂಲ್ ಆಂಡ್ ಫೈನಲ್ಹಿಮೇಶ್ ರೇಶಮ್ಮಿಯಾಕುನಾಲ್ ಗಂಜ್‌ವಾಲಾ೨೦೦೭""ಊಂಚಾ ಲಂಬ್ಡಾ ಕಡ್""ವೆಲ್ಕಮ್ಆನಂದ್ ರಾಜ್ ಆನಂದ್ಆನಂದ್ ರಾಜ್ ಆನಂದ್೨೦೦೯""ಬಿಲ್ಲು ಭಯಂಕರ್""ಬಿಲ್ಲುಅಜಯ್ ಜಿಂಗ್ರಾನ್  ರಘುವೀರ್೨೦೦೯""ಹಾಟಿ ನಾಟಿ (ರಿಮಿಕ್ಸ್)""ದೇ ದನಾ ದನ್ಪ್ರೀತಮ್೨೦೧೦""ಥಿಕಿ ಥಿಕಿ ಮಿರ್ಚ್"" (ಜಾನಪದ ಆವೃತ್ತಿ)ಮಿರ್ಚಿಮೊಂತಿ ಶರ್ಮಾ೨೦೧೦""ಇಸಾಕ್ ಸೆ ಮೀಥಾ ಕುಚ್ ಭಿ""ಆಕ್ರೋಷ್ (ಹಿಂದಿ ಚಲನಚಿತ್ರ)ಪ್ರೀತಮ್ಅಜಯ್ ಜಿಂಗ್ರಾನ್೨೦೧೦""ಶಕೀರ""ನೋ ಪ್ರಾಬ್ಲೆಮ್ಮಾಸ್ಟರ್ ಸಲೀಮ್  ಹಾರ್ದ್ ಕೌರ್೨೦೧೦""ಬಾಬೆ ದಿಲ್ ಕೃಪಾ""ವಿಕ್ರಾಂತ್ ಸಿಂಗ್೨೦೧೦""ಆಲಿಯಾ ರೆ ಆಲಿಯಾ""ಕಟ್ಟ ಮೀಟಾಡೇಲರ್ ಮೆಹ್ಮ್ದಿ೨೦೧೩""ಗಂಧಿ ಬಾತ್""ಆರ್"
